source_song,matched_song,similarity
Soul Devourer (Krisiun),The Fury (Broken Note),0.9032201181282026
Celebrity (Brad Paisley),Satisfied (Tom Waits),0.903219984834389
Darling Harbour (Silverstein),Bootleg (Creedence Clearwater Revival),0.903219960993422
Not the Same (Bodyjar),Eurotrash (Zeromancer),0.9032195767253215
Dont Ask Me Why (Billy Joel),Rhinestone Eyes (Gorillaz),0.903219575668018
A Bigger Mood (American Hi-Fi),Definition Of Destiny (Billy Talent),0.9032190906020071
Decode (Paramore),Back Round (Wolfmother),0.9032181674280477
Strangled With a Halo (Pig Destroyer),Severe Emotional Distress (Into Eternity),0.9032174298166925
Why Im Here (Oleander),OK (Farin Urlaub),0.903216904310662
Back Round (Wolfmother),Sick (Evanescence),0.9032166347353969
Jaktens Tid (Finntroll),Frostbite (Parkway Drive),0.9032137550770225
When I Come Around (Green Day),The Distance Between Us (Sophie Ellis-Bextor),0.9032131273223686
Ben Has A Kid (The Devil Wears Prada),Dirty Woman (Pain),0.9032130857739689
Suspicious Eyes (The Rakes),Pretty Little Girl (blink-182),0.9032119223197541
Rational Eyes (Threat Signal),Stretch My Arms (Fact),0.903211828465923
Every Planet We Reach Is Dead (Gorillaz),Lions Tigers & Bears (Jazmine Sullivan),0.9032100316019154
In My Heart (Moby),Coffee Shop (Red Hot Chili Peppers),0.9032095509147391
Washington (Palomar),Macht und Dummheit (In Extremo),0.9032084357734637
Hard Sun (Eddie Vedder),This House Is a Circus (Arctic Monkeys),0.9032081358673991
My Bloody Valentine (Good Charlotte),Senseless (Portugal. The Man),0.903207278382128
Stone Cold Crazy (Metallica),Makin Out (Mark Owen),0.9032067614007822
A Subtle Dagger (Thrice),Injection (Rise Against),0.9032066439567489
This Is A Song (The Magic Numbers),Criminals (Katatonia),0.9032058487322328
I HATE MYSELF AND WANT TO DIE (RENTRER EN SOI),Whats The Point (Johnossi),0.9032047062225439
I Climb (Thousand Foot Krutch),JUST MAD PAIN (RENTRER EN SOI),0.9032036693149887
Washington (Palomar),Going Going Gone (Exodus),0.9032021818294622
Down Poison (3 Doors Down),Paper Thin (Hot Water Music),0.903202174100769
Daybreaker (Beth Orton),Wherever You Will Go (The Calling),0.9032016350550663
Two Worlds Collide (Demi Lovato),Pomme C (Calogero),0.9032002401010354
Follow My Way (Chris Cornell),Dimmer Light (Dead Poetic),0.9031974274117438
I Love My Computer (Bad Religion),Something Good Can Work (Two Door Cinema Club),0.9031974189288403
Through Being Cool (Saves the Day),Suit Yourself (Shout Out Louds),0.903195598409629
11:11 p.m. (The All-American Rejects),Carpe Diem (Green Day),0.903194749190343
Castaways (Common Rider),Are You Happy Now? (Michelle Branch),0.9031937192007334
Manic Star (Conjure One),The Closest I Am To Living Life On The Edge (Valencia),0.9031934434083774
Waiting For The Heavens (Eighteen Visions),I HATE MYSELF AND WANT TO DIE (RENTRER EN SOI),0.9031925688753473
Sound Of Drums (Kula Shaker),If Love Is The Drug (The Brian Jonestown Massacre),0.9031921814401322
Mercury Shadow (Soilwork),Depressionista (Every Time I Die),0.9031921570970672
Play My Music (Jonas Brothers),Rock Me (One Direction),0.9031920608966961
Pretending (Him),Pages (3 Doors Down),0.9031912542241034
Heaven Beside You (Alice in Chains),Look Out Sunshine! (The Fratellis),0.9031890153707914
In The Clear (Cap'n Jazz),The Divided Heart (Elvenking),0.9031888610688354
Theres Nothing (Shout Out Louds),Unconditionally (Katy Perry),0.9031873102065844
Surfin Bird (The Trashmen),Brand New Lover (Dead or Alive),0.9031867336941837
As the World Turns (Eminem),Lets Get High (Dr. Dre),0.9031845823974181
What You Are (Audioslave),Selene (Imagine Dragons),0.9031841896446517
Recovery (Frank Turner),La Belle Epoque (Kent),0.9031831910996068
The Killing Lights (AFI),Mina fäders hall (Månegarm),0.903183180773734
Girls Girls Girls (Mötley Crüe),The Omega Point (Cephalic Carnage),0.9031826852798553
Fate in Motion (Soilwork),I Could Care Less (DevilDriver),0.9031824983491028
The Fall Through Ginnungagap (Amon Amarth),The End Is Here (Alter Bridge),0.9031788293745343
The Story So Far (New Found Glory),Going Blind (Melvins),0.9031784728227488
Passion And The Opera (Nightwish),The Never-Ending Why (Placebo),0.9031784134795766
Thoughts Without Words (Shadows Fall),Out Of Focus (Blue Cheer),0.9031780581221605
To Them These Streets Belong (Rise Against),Cheap Talk (Death from Above 1979),0.9031773435607265
Unmarked Graves (Misery Index),Intelligence Has Been Compromised (The Red Chord),0.9031764985955739
After The Rain Has Fallen (Sting),Dancing in the Street (Martha Reeves & The Vandellas),0.9031759313057262
Sans Cosm (Sparta),Back Into Your System (Saliva),0.9031753254068065
Bring It (Soulfly),Chop Chop (The Academy Is...),0.9031752444809299
The Lonely One (Alice Deejay),My Despair (In Strict Confidence),0.9031746297964804
Had To (Leave) (Katatonia),Kurjuuvven valssi (Verjnuarmu),0.9031743836150125
Taper Jean Girl (Kings of Leon),Dirty Talk (Wynter Gordon),0.9031733069749204
Fallen On Hard Times (Northern Kings),My Own Hell (Five Finger Death Punch),0.9031732461157875
The Weapon They Fear (Heaven Shall Burn),Promises Kept (After the Burial),0.9031730137283573
Raspberry Swirl (Tori Amos),Shaking (Sugarcult),0.9031729214213778
Kungen är död (Kent),Congregation (Foo Fighters),0.9031719205605832
Photography (The Starting Line),Void (Balance and Composure),0.9031716829389259
Weve Got A Big Mess On Our Hands (The Academy Is...),Mute (Drowning Pool),0.9031714362462897
All That We Needed (Plain White T's),Join Me (Him),0.9031713965364356
Gimme Stitches (Foo Fighters),The Lovers Are Losing (Keane),0.9031713782088003
Trading Heartbeats (Every Avenue),Something Kinda Ooooh (Girls Aloud),0.9031700959740042
Hoedown Throwdown (Miley Cyrus),Overpowered (Róisín Murphy),0.9031698251584127
New Model No. 15 (Marilyn Manson),This Momentary (Delphic),0.9031694314759869
And I (Box Car Racer),Blue Song (Mint Royale),0.9031661330509035
Monster Mash (Misfits),Serpents Kiss (Symphony X),0.9031653646750015
Fingerprints (Katy Perry),Light Me Up (Icona Pop),0.9031634969931421
Every Man Has a Molly (Say Anything),Whiteliberalonwhiteliberalaction (mclusky),0.9031630462295634
Empty Like The Ocean (Midtown),Ascendancy (Trivium),0.9031616153068244
Get Out Alive (Three Days Grace),Suffocated (Ghost Brigade),0.9031579977561071
Land of the Free (Sonata Arctica),10000 Horses (Candlebox),0.9031555224950232
The Greatest Gift Of God (Heaven Shall Burn),Feed the Fire (Combichrist),0.9031548879687353
Stellar (Incubus),The Girl Got Hot (Weezer),0.9031548259137928
This Is A Song (The Magic Numbers),Best Beating Heart (Sing It Loud),0.9031546884587355
Broken Home (Papa Roach),Jackass (Green Day),0.9031540272285198
Assemble The Empire (Sparta),We Werent Born To Follow (Bon Jovi),0.9031527521967415
Me Against the World (Simple Plan),Spinning (Jack's Mannequin),0.9031526927765706
Cat And Mouse (The Red Jumpsuit Apparatus),Just A Car Crash Away (Marilyn Manson),0.9031520399701979
Out on the Road (Norah Jones),Loneliness (Tomcraft),0.9031505613575763
New Model No. 15 (Marilyn Manson),Beach (Mew),0.9031503208856853
A Legend Reborn (HammerFall),Your Love (The Outfield),0.9031492479725542
The Dream Seeker (Dragonland),Living With Scars (Paradise Lost),0.903149163575241
Same Ol Situation (S.O.S.) (Mötley Crüe),Come Cover Me (Nightwish),0.9031482192342614
Across the Universe of Time (Hayley Westenra),Doctor Online (Zeromancer),0.9031481285540078
Ordinary Day (Vanessa Carlton),Born to Die (Lana Del Rey),0.9031467833505457
Blackest Ov The Black (Behemoth),Shadow Walker (Bleeding Through),0.9031466114620611
Through Being Cool (Saves the Day),My Own (Soil),0.9031448560125435
Dearest Helpless (Silverchair),Bailamos (Enrique Iglesias),0.903144826718975
Damn Those Blood Suckers and Their Good Qualities (Daughters),The Faded Line (Lamb of God),0.9031432583824061
Freakin Out (Graham Coxon),Light Up the Sky (Yellowcard),0.90314233777604
No Return (Avantasia),Nightquest (Nightwish),0.9031413419111377
Sloth (Brendan Perry),Count Your Blessings Instead Of Sheep (Diana Krall),0.9031400987731306
Follow My Way (Chris Cornell),This Is Love (will.i.am),0.9031390573863096
Outlaw Heart (Tiger Army),Streets of Your Town (The Go-Betweens),0.9031382186897734
Forever Sleep (Silentium),Beyond the Permafrost (Skeletonwitch),0.9031377736005338
The Lonely One (Alice Deejay),The Giant (Anthrax),0.9031365178836556
The Negative Sex (IAMX),The Worrying Kind (The Ark),0.9031360454465807
XXL (Keith Anderson),The Pizza Song (The Bouncing Souls),0.9031348804676758
Never Be The Same (Red),Last Forever (Fenech-Soler),0.9031341976463043
Sacramento (Deep Dish),Not Enough (3 Doors Down),0.9031341188931817
Kill (Jimmy Eat World),Pale Shelter (Tears for Fears),0.9031326734057885
The Last Amazing Grays (Sonata Arctica),Vain Glory Opera (Edguy),0.9031321401077546
Live-In Skin (Foo Fighters),Swallowtail (Elvenking),0.9031318667374187
Fill My Little World (The Feeling),Play My Music (Jonas Brothers),0.903131594458504
Armageddon (Alkaline Trio),Broken Hearted (Eighteen Visions),0.9031314124075299
Sting Me (The Black Crowes),I Surrender (A Day to Remember),0.9031303149953029
I Will Play My Game Beneath the Spin Light (Brand New),Fool for You (Duffy),0.903130118654939
The Church Of Hot Addiction (Cobra Starship),Remedy (Seether),0.9031291280028163
Hole in the Sky (Black Sabbath),Humanure (Cattle Decapitation),0.9031275403841807
Shiver (Coldplay),Never Gonna Be The Same (Courtney Love),0.9031265897609508
Juicebox (The Strokes),Cheap Talk (Death from Above 1979),0.9031243716343557
The Divided Heart (Elvenking),Betty Blue (The 69 Eyes),0.9031239937618984
Stacked Actors (Foo Fighters),Delivery (Babyshambles),0.9031227587288205
Horizon (The Cinematic Orchestra),Speak of the Devil (Sum 41),0.9031215247598212
Dont Ask Me (OK Go),The Running Free (Coheed and Cambria),0.9031214595671013
Bullets (Editors),Harakiri (Serj Tankian),0.9031212175786919
Poppin Champagne (All Time Low),Bhindi Bhagee (Joe Strummer and the Mescaleros),0.9031210503693384
In Berlin (Electrelane),Ill Be Around (Yo La Tengo),0.9031207588869729
Mono (Courtney Love),Same Direction (Hoobastank),0.9031194291748719
Heaven Knows Why (Anita Lipnicka & John Porter),Have You Never Been Mellow (Olivia Newton-John),0.9031186309910318
The Last Kiss (AFI),Of One Blood (Shadows Fall),0.9031185713314615
Debris (Theatre of Tragedy),Falling Away From Me (Korn),0.9031185125152539
The Places You Have Come To Fear The Most (Dashboard Confessional),Hard Hand To Hold (Willy Mason),0.9031181566488091
Astronomy (Metallica),Nihil Morari (Pain of Salvation),0.9031165052696442
Chicago Is So Two Years Ago (Fall Out Boy),Pasturn (Skinny Puppy),0.9031164424577934
Sometimes I Dont Know (The Hellacopters),Illumine (Karnivool),0.9031160875738401
March of the Fire Ants (Mastodon),Salvage The Structure (My Bitter End),0.9031147247439948
Cry of the Brave (DragonForce),Alles was ich will (We Butter the Bread With Butter),0.9031141907374522
Hammering in My Head (Garbage),This Momentary (Delphic),0.9031129683385312
Rustin Man (Beth Gibbons & Rustin Man),Cloudy This Morning (George Winston),0.9031117667920008
Ein kleiner Schritt (Sportfreunde Stiller),Long Forgotten Sons (Rise Against),0.9031117471884184
Stranger In Paradise (Sarah Brightman),To Where The Skies Are Blue (DeadLock),0.9031112105451818
Im Shipping Up to Boston (Dropkick Murphys),City of Delusion (Muse),0.903111084881234
Refined By Your Embrace (As I Lay Dying),Kotov Syndrome (Rise Against),0.9031109339155549
Futureal (Iron Maiden),L.A. X (Big D And The Kids Table),0.903110550471195
Taste in Men (Placebo),A S V L N (Heavy Heavy Low Low),0.9031095931350214
Shaking (Sugarcult),Heart Heart Heartbreak (Boys Like Girls),0.9031087419470486
Save Me From Myself (Head),The Ascension (Bloodbath),0.9031081203742591
Man On The Silver Mountain (HammerFall),Nine Lives (Edguy),0.9031079175325146
Maggie (Colin Hay),Lonely This Christmas (MUD),0.9031068737212579
Hold My Heart (Sara Bareilles),Save the World (Swedish House Mafia),0.903106222723725
Lost On Yer Merry Way (Grandaddy),Evacuation Code Deciphered (Arcturus),0.9031061289023109
Underwater (Tegan and Sara),Running Away (Hoobastank),0.903104670866449
Adaptables (Moonspell),Tension 2 (Blue Man Group),0.9031041122942157
Sliver (Nirvana),Starlady (Pentagram),0.9031040054862418
Out Of The Blue (Ash),Right Where I Belong (3 Doors Down),0.903103471192304
Mix Tape (Brand New),Everything To Nothing (Manchester Orchestra),0.9031034516002877
I Would Do Anything for You (Foster the People),Pale Shelter (Tears for Fears),0.9031030356317639
Beste Zeit deines Lebens (Revolverheld),Besitos (Pierce The Veil),0.9031028578598257
Telegraph Avenue Kiss (Thursday),Ill Be Alright (Passion Pit),0.9031024486921628
Skinny (Filter),Cover Up (Imagine Dragons),0.9031021495521793
Take It as It Comes (The Doors),Natural Disaster (City and Colour),0.9031016017064253
Moonchariot (Elvenking),Poison Girl (Him),0.9031015602857182
This Ones For The Girls (Martina McBride),Talkin (Van She),0.9031015512662581
Liebeslied (Madsen),This Is Home (blink-182),0.9030999859385838
No You Girls (Franz Ferdinand),Together Forever (Rick Astley),0.9030982746760444
Right Now (Korn),The Final Sacrifice (Avantasia),0.903097733255203
Burning Photographs (Ryan Adams),Space & Time (VNV Nation),0.9030963193709695
Stoppa mig juni (Lilla Ego) (Kent),Avemano Orchestral (Era),0.9030959491100171
11:11 p.m. (The All-American Rejects),I Wont Apologize (Selena Gomez & the Scene),0.9030943820098568
Deeper Into You (TRUSTcompany),Clankiller (Wolfchant),0.9030936580462591
Panhandlin Prince (Ugly Kid Joe),The Inborn Lifeless (In Flames),0.9030930188172804
Im A Liar (The Pigeon Detectives),Devil On My Shoulder (Billy Talent),0.9030907496966418
Kill the Messenger (Jack's Mannequin),So Cold (Breaking Benjamin),0.9030904692936497
Throw Me A Rope (KT Tunstall),Chuva (Mariza),0.9030894467124904
Haemoglobin (Placebo),Meet Me In The Bathroom (The Strokes),0.9030884119779985
puzzle (ギルガメッシュ),Kiuassault (Kiuas),0.9030876008310129
Joseph Cornell (The Clientele),Dream About Me (Moby),0.9030873555881676
The Glory Of Love (New Found Glory),Close Call (Rilo Kiley),0.9030840310776032
Inside Us All (Creed),Better Man (Pearl Jam),0.9030836259039478
Woke Up This Morning (Nickelback),Im Taking You With Me (Relient K),0.9030828226834839
Hægt kemur ljósið (Ólafur Arnalds),The Animator (The War on Drugs),0.9030818230658407
The Book (Vader),The Antidote (Story of the Year),0.9030810607385727
Sliver (Nirvana),Saul of Tarsus (The Messenger) (For Today),0.9030807986686842
Firewall (Common Rider),Overpowered (Róisín Murphy),0.903080369449327
Awakenings (Symphony X),Just A Little Bit (Kids of 88),0.9030793338541945
To What End (Thrice),Gimme The Mic (Limp Bizkit),0.9030789964438187
Hudson Line (Mercury Rev),Poison Girl (Him),0.9030788475932863
Warrior Soul (Kiuas),Imitation is the Sincerest Form of Battery (Every Time I Die),0.9030788377217286
Stranger In Paradise (Sarah Brightman),Christmas Eve (Billy Eckstine),0.9030788198674157
Demon Speeding (Rob Zombie),O Valencia! (The Decemberists),0.9030784800632061
She Took Him to the Lake (Alkaline Trio),Cast Me Aside (Drowning Pool),0.903077788451045
Dirty Drowning Man (Primus),Sincerely Me (New Found Glory),0.9030772266901326
The Spell (Kamelot),I Woke Up In A Car (Something Corporate),0.9030771867885465
Empty Like The Ocean (Midtown),March of the Camels (White Rabbits),0.9030754395979966
Meeting Paris Hilton (Cansei de Ser Sexy),Top Ranking (Blonde Redhead),0.9030754387393435
Something Real (Soil),Small Town Girl (Kellie Pickler),0.9030748220309216
Suicide on My Mind (Angtoria),April Fools and Eggmen (Fair to Midland),0.9030745070928113
Now That I Found You (Britney Spears),Addicted to You (Avicii),0.9030741740692094
Everchanging (Rise Against),We Are the Future (Crossfaith),0.9030735829759466
Land of the Free (Sonata Arctica),Exciter (Judas Priest),0.9030730226289281
Definition of Love (Neaera),Ocean Planet (Gojira),0.903072379696767
Mono (Courtney Love),The Deep End (Scary Kids Scaring Kids),0.9030723696448429
Love Aint No Stranger (Whitesnake),U16 Girls (Travis),0.9030723339785651
Faded Beauty Queens (The Thrills),Sometimes (Miami Horror),0.9030723014679886
Committed (Unsane),San Pedro (Mogwai),0.9030716916742793
Multicoloured Destiny (De-Phazz),Stilberatung (Restsexualität) (PeterLicht),0.9030702713832511
The Last Ammunition (Deathstars),Breeding Violence (Whitechapel),0.9030695115471233
Bleeding (Bathory),You Make Me (Avicii),0.9030693410942758
Bleeding (Bathory),Sterne sehen (Zeraphine),0.9030691900145025
Dance With Me (Nouvelle Vague),Adventures In Solitude (The New Pornographers),0.903067873187924
Face In The Sand (Iron Maiden),Disengage (Suicide Silence),0.9030666987029282
39 (The Cure),Another Me (Eternal Tears of Sorrow),0.9030657242700328
All That We Needed (Plain White T's),A New Age (Xandria),0.9030647838700615
Borrowed Time (Architects),Dream Awake (Northlane),0.9030646685000701
No More Will (Nevermore),A S V L N (Heavy Heavy Low Low),0.9030642344685993
As You Were (Alkaline Trio),Drowned And Torn Asunder (Trivium),0.9030639201372973
Ive Been Waiting for You (David Bowie),Trinity Fields (Deathstars),0.9030633116222739
